Id;Name;Latitude;Longitude;Height (m);Active
63080;Hässleholm;56.1367;13.7445;50;Nej
144230;Håkafot D;64.3914;14.3913;310;Nej
81630;Hållö;58.3333;11.2166;16;Nej
91520;Hångstad;59.8633;11.9746;130;Nej
98040;Hårsfjärden;59.0714;18.1217;4;Nej
81570;Håvelund;58.9453;11.4385;98.496;Ja
82500;Håvreström;58.8216;12.4127;55;Nej
63730;Högaryd;56.7166;13.1666;175;Nej
106410;Högbo;60.6892;16.8193;80;Nej
93350;Högboda;59.5768;13.0242;91.559;Ja
84040;Högemålen D;58.0561;14.5924;286.83;Ja
145340;Högland D;64.577;15.8865;345.048;Nej
127390;Höglandsbodarna D;62.6336;17.4146;65;Nej
133050;Höglekardalen;63.0785;13.7488;594.865;Ja
107070;Högsbo;60.1186;17.0254;52.375;Ja
95020;Högsjö;59.0297;15.6858;69;Nej
95290;Högsta;59.3521;15.4802;10;Nej
83610;Högstena;58.2333;13.7166;211;Nej
126340;Högsvedjan;62.5535;16.6992;395;Nej
91660;Högsäter;59.88;11.97;135;Nej
162970;Högsön;65.8849;22.3961;8;Nej
81530;Höksäter;58.8833;11.8833;140;Nej
53630;Hököpinge;55.5;13.0166;17;Nej
117370;Hölick;61.6239;17.4401;5;Nej
102540;Höljes;60.9053;12.5876;236.488;Ja
53500;Hörby;55.8506;13.6672;65;Nej
53530;Hörby A;55.8633;13.6662;113.388;Nej
104020;Hörken;60.029;14.9382;250;Nej
63620;Hörlinge;56.2;13.6833;55;Nej
105230;Idkerberget;60.3758;15.231;260;Nej
112520;Idre D;61.8583;12.7258;450;Ja
112540;Idre Fjäll Aut;61.8896;12.8559;875;Nej
147270;Idvattnet;64.4542;17.0794;352;Nej
127340;Indal D;62.5663;17.1201;70;Nej
105580;Ingels;60.9437;15.2473;190;Nej
64450;Ingelstad;56.75;14.9333;160;Nej
138020;Invik;63.0255;18.172;10;Nej
173980;Jarhois;66.9524;23.8356;112.317;Ja
156860;Jiltjaur;65.537;16.982;435;Nej
172900;Jock;66.6561;22.7215;105;Nej
154920;Joesjö;65.7306;14.6303;490;Nej
158810;Johannisberg;65.3655;18.2074;415;Nej
104660;Johannisholm;60.8333;14.1333;280;Nej
169880;Jokkmokk;66.6135;19.8316;240;Nej
86300;Jonsberg;58.5059;16.8575;10;Nej
62560;Jonstorp;56.931;12.5514;25;Nej
53250;Jordberga;55.4114;13.4001;40;Nej
143440;Jormlien;64.7291;13.9819;383.088;Ja
180950;Jukkasjärvi D;67.853;20.5786;328.676;Ja
157670;Juktfors;65.2666;17.4833;430;Nej
96100;Julita;59.1635;16.0553;30;Nej
136420;Junsele;63.6845;16.9508;215;Nej
136410;Junsele A;63.6839;16.95;218.766;Ja
166810;Jäckvik;66.3874;16.9714;433.56;Ja
95710;Jäders bruk;59.4;15.8;15;Nej
126480;Järkvissle;62.8166;16.6833;90;Nej
103200;Järnbergsås;60.3239;13.1272;215;Nej
94380;Järnboås D;59.6446;14.8861;115;Nej
139260;Järnäsklubb A;63.4351;19.6731;5.928;Ja
133220;Järpen;63.3528;13.4578;338;Nej
102470;Järpliden;60.7798;12.4593;430;Nej
133240;Järpströmmen;63.3903;13.3845;386.652;Ja
116430;Järvsö;61.7112;16.1654;148.945;Ja
74470;Jönköping;57.7994;14.1313;180.839;Ja
74460;Jönköping-Axamos Flygplats;57.7514;14.0733;226;Ja
160710;Jörn D;65.0961;20.1015;289.162;Ja
180010;Kaitum;67.5333;20.1166;490;Nej
163940;Kalix D;65.8369;23.1981;2.272;Ja
66430;Kalmar D;56.6621;16.2785;1.207;Ja
66420;Kalmar flygflottilj;56.6783;16.292;6;Nej
149400;Kalvträsk D;64.6701;19.8007;287.35;Ja
182850;Kangos D;67.5031;22.6622;231.725;Ja
168910;Karats;66.6485;18.799;420;Nej
192830;Karesuando;68.4425;22.4453;330.919;Ja
192840;Karesuando A;68.4418;22.4435;329.68;Ja
84310;Karlsborg;58.5452;14.4945;95;Nej
76090;Karlshammar;57.15;16.45;8;Nej
64130;Karlshamn;56.1813;14.8517;50;Ja
94200;Karlskoga;59.3279;14.5485;94.358;Ja
65090;Karlskrona;56.167;15.587;7;Nej
93230;Karlstad Aut;59.361;13.4728;46;Nej
93220;Karlstad Flygplats;59.4446;13.3374;107;Ja
93250;Karlstad-Skåre;59.4377;13.4329;52;Ja
75320;Karlstorp D;57.5137;15.507;215;Nej
64040;Karpalund;56.05;14.1;4;Nej
173710;Karungi;66.0429;23.9722;29.032;Nej
139200;Kasa D;63.3266;19.0532;30;Nej
66260;Kastlösa;56.4321;16.4186;20.43;Nej
116720;Katrineberg;61.0666;16.3;250;Nej
83430;Katrinefors;58.7166;13.8333;50;Nej
86590;Katrineholm D;58.9773;16.1896;30;Nej
188820;Katterjåkk;68.4207;18.167;513.911;Ja
188850;Katterjåkk A;68.4202;18.168;514.248;Ja
189780;Kattuvuoma;68.2833;19.9;355;Nej
183810;Kaunisvaara;67.3612;23.3185;180;Nej
133300;Kaxås-Åflo D;63.4925;13.8765;345.813;Ja
191960;Keinovuopio D;68.8663;21.0337;460;Nej
172960;Kenttäsaari D;66.8155;22.8944;135;Nej
106160;Kerstinbo A;60.2683;16.9738;55.695;Ja
182890;Keräntöjärvi;67.6375;22.9211;315;Nej
85460;Kettstaka A;58.7162;15.0271;224.876;Ja
116150;Kilafors D;61.2483;16.5535;54;Ja
83220;Kilagården;58.3563;13.2513;88.044;Ja
62230;Killebäckstorp;56.3822;12.7491;50;Nej
180860;Killingi;67.5199;20.2736;485;Nej
94190;Kilsbergen-Suttarboda A;59.2996;14.8956;218.353;Ja
73330;Kindsboda;57.5925;13.3389;170;Nej
102400;Kindsjön D;60.6584;12.708;425.462;Ja
73610;Kinnared;57.0333;13.1166;100;Nej
180960;Kiruna;67.8514;20.2496;527;Ja
180940;Kiruna flygplats;67.827;20.3387;442;Nej
75590;Kisa D;57.984;15.6318;114.854;Ja
155770;Kittelfjäll D;65.2559;15.5229;552.714;Ja
53740;Klamby;55.6666;13.7333;85;Nej
154720;Klimpfjäll;65.062;14.7908;594;Nej
78220;Klinte D;57.3719;18.2463;50;Nej
63070;Klippan;56.1394;13.2489;55.752;Ja
157970;Klippen D;65.897;17.109;518;Nej
132190;Klocka;63.2983;12.506;530;Nej
95530;Kloten;59.8707;15.2544;285;Nej
95540;Kloten A;59.8703;15.2522;283.21;Ja
150640;Klutmark;64.75;20.6333;80;Nej
71660;Klädesholmen;57.95;11.55;10;Nej
53330;Kläggeröd;55.5666;13.5166;173;Nej
161900;Klöverträsk D;65.6348;21.4128;66.095;Ja
124320;Klövsjö;62.5335;14.2028;549;Nej
124300;Klövsjöhöjden A;62.4952;14.1542;802.503;Ja
64150;Knislinge;56.2;14.1;15;Nej
97440;Knivsta;59.7243;17.8078;20;Nej
53570;Knopparp D;55.9297;13.8466;167.596;Ja
63320;Knäred D;56.5202;13.3328;53.72;Ja
103570;Knås;60.9676;13.8985;280;Nej
82100;Koberg;58.1666;12.4166;78;Nej
99650;Koholma;59.7333;19.0666;10;Nej
96330;Kolbäck D;59.5554;16.2875;13;Nej
160850;Koler D;65.5028;20.464;288.174;Ja
63610;Kolleberga;56.0666;13.2666;50;Nej
86420;Kolmården-Strömsfors A;58.6892;16.3069;153.613;Ja
95360;Kolsva D;59.5875;15.9119;45.744;Ja
182720;Kompelusvaara;67.0887;22.2265;255;Nej
82040;Komperöd;58.0592;12.0085;108.121;Nej
66170;Komstorp;56.2774;16.0197;10;Nej
65300;Konga;56.4918;15.1227;125;Nej
95520;Kopparberg D;59.8593;15.0448;128.675;Ja
92420;Koppom D;59.7037;12.151;150;Nej
173950;Korpilombolo;66.85;23.0666;165;Nej
173960;Korpilombolo M;66.8542;23.0571;178;Nej
75180;Korsberga;57.3101;15.2422;187.192;Ja
145280;Korsselbränna;64.4571;15.5423;178;Nej
133500;Korsvattnet A;63.8385;13.5009;716.605;Ja
106390;Korså;60.638;16.1451;185;Nej
170840;Koskats;66.5074;20.2558;230;Nej
92120;Krakstad;59.1738;12.4991;204;Ja
92110;Krakstad;59.1767;12.4833;240;Nej
127560;Kramfors;62.9291;17.7615;45.601;Ja
137040;Kramfors-Gistgårdsön;63.0502;17.7658;5;Nej
64030;Kristianstad;56.0221;14.17;1;Ja
54550;Kristianstad Everöd;55.9245;14.0842;17;Nej
81150;Kristineberg;58.25;11.45;5;Nej
102240;Kristinefors;60.3586;12.943;135;Nej
94180;Kristinehamn;59.3102;14.0994;46.71;Ja
84070;Krogstorp;58.1058;14.0707;310;Nej
76230;Krokshult D;57.3834;16.0933;127.157;Nej
148300;Kroksjö;64.5073;17.9934;500;Nej
124710;Krokströmmen;62.05;14.9;340;Nej
82360;Kroppefjäll-Granan A;58.6065;12.1973;173.75;Ja
114330;Kräckelbäcken;61.55;14.2;670;Nej
76280;Kråkemåla;57.4605;16.6478;13.63;Ja
136090;Krångede A;63.1512;16.1699;183.123;Ja
138320;Kubbe;63.5173;18.0691;120;Nej
117430;Kuggören A;61.7027;17.5216;8.568;Ja
149610;Kulbäcksliden;64.2;19.5666;200;Nej
62190;Kullen;56.3012;12.454;72;Nej
95070;Kumla;59.1248;15.1535;50;Nej
190970;Kummavuopio;68.9078;20.867;465;Nej
106460;Kungsberget D;60.7645;16.4651;152;Ja
96320;Kungsör;59.416;16.0993;18;Ja
150530;Kusmark D;64.8836;20.8284;57.718;Ja
114270;Kvarnberg D;61.4398;14.8738;434;Nej
167980;Kvikkjokk-Årrenjarka;66.8855;18.0181;313.356;Ja
167990;Kvikkjokk-Årrenjarka A;66.8874;18.0198;314.692;Ja
173760;Kypasjärvi D;66.192;23.2263;80.232;Ja
156020;Kyrkberg;65.2666;16.7666;360;Nej
92630;Kyrkerud;59.3833;12.1166;110;Nej
74500;Kyrkonäs;57.8222;14.7188;285;Nej
145150;Kyrktåsjö D;64.2454;15.8454;272.209;Ja
126580;Kälarne;62.9628;16.1075;305;Nej
74560;Källebäcken;57.9623;14.1006;149.601;Ja
72140;Källsjö;57.2322;12.7018;153.9;Ja
71510;Kärna;57.8421;11.8049;20.66;Ja
85650;Kärnskogen;58.85;15.2833;108;Nej
193730;Kätkesuando;68.1202;23.3283;250;Nej
104510;Kättbo;60.846;14.1912;290;Nej
53480;Kävlinge;55.8;13.1;7;Nej
73200;Kävsjö D;57.322;13.9237;169.081;Ja
150500;Kåge;64.8386;20.9406;10;Nej
72360;Kållered D;57.6095;12.0649;28.338;Ja
115590;Kårböle;61.9812;15.3235;220;Nej
98400;Kårsta;59.6575;18.2718;20;Nej
125240;Kölsillre;62.3957;15.169;259.84;Ja
96310;Köping;59.5259;16.0192;15;Nej
53270;Köpinge;55.4575;13.9379;10;Nej
115570;Laforsen;61.9445;15.5013;200;Nej
62300;Laholm D;56.4936;12.9339;11.665;Ja
182930;Lainio;67.7615;22.3518;315;Ja
155930;Laisaliden;65.7666;15.1666;640;Nej
167730;Laisvallsby;66.1347;17.1748;460;Nej
171790;Lakaträsk A;66.2789;21.1285;185.031;Ja
52520;Landskrona D;55.8666;12.85;2.08;Ja
87450;Landsort;58.7404;17.8655;12.653;Ja
87440;Landsort A;58.7429;17.8684;17.484;Ja
72410;Landvetter;57.6874;12.2277;60;Nej
83210;Lanna;58.3472;13.127;74.87;Ja
192710;Lannavaara D;68.0485;21.976;361.808;Ja
172890;Lansjärv;66.6575;22.1935;90;Nej
171770;Lappträsket;66.2283;21.7881;60;Nej
147390;Latikberg D;64.6425;17.0833;440.893;Ja
180770;Latnivaara A;67.2551;20.2704;453.191;Ja
159900;Lauker;65.6453;19.8259;360;Nej
146380;Laxbäcken;64.6389;16.4142;345;Nej
134470;Laxviken;63.7901;14.6784;315;Nej
148270;Ledningsmark;64.45;18.1333;410;Nej
144560;Leipikvattnet;64.929;14.1563;481.296;Nej
104120;Lejen;60.2;14.4;340;Nej
94150;Lekeberga;59.2317;14.8769;90;Nej
106110;Leknäs;60.1245;16.588;65;Nej
105450;Leksand;60.7248;15.0143;172.638;Ja
102110;Lekvattnet D;60.1332;12.7707;205;Nej
65590;Lenhovda;56.9893;15.2933;265;Nej
91620;Lennartsfors;59.3;11.9333;125;Nej
105090;Lernbo;60.15;15.3166;115;Nej
94590;Lesjöfors D;59.9812;14.1744;255.125;Ja
65450;Lessebo;56.7379;15.3496;218.24;Ja
102440;Letafors D;60.7393;12.6961;337.7;Ja
96250;Lida D;59.3655;16.0124;52.889;Nej
126390;Liden D;62.6553;16.888;75;Nej
63670;Lidhult D;56.828;13.4502;167.249;Nej
98220;Lidingö;59.3701;18.16;2;Nej
83320;Lidköping;58.4835;13.1479;52;Ja
145180;Lidsjöberg;64.3013;15.221;300;Nej
173780;Liehittäjä;66.2668;23.4184;135;Nej
114390;Lillhamra D;61.6428;14.7958;424;Ja
114510;Lillhärdal;61.8547;14.0921;440;Nej
73320;Limmared;57.5415;13.3433;170;Nej
95350;Lindesberg D;59.5941;15.2352;85;Nej
87560;Lindö;58.9166;17.0333;18;Nej
72180;Linhult D;57.2944;12.6845;172.852;Ja
85250;Linköping;58.3479;15.6455;92.44;Ja
85240;Linköping-Malmslätt;58.398;15.523;94;Ja
65390;Linneryd;56.6592;15.1381;140;Nej
96420;Lisjö;59.7017;16.0615;60;Nej
103310;Lisskogsåsen;60.5007;13.4433;445;Nej
134180;Lit;63.3081;14.8517;270;Nej
134170;Litsnäset;63.3097;14.7206;256;Ja
78190;Ljugarn D;57.3566;18.7132;2.53;Ja
63510;Ljungby A;56.8525;13.8794;148.485;Ja
63500;Ljungby D;56.8095;13.9665;158;Ja
63050;Ljungbyhed;56.0752;13.2318;43;Nej
122510;Ljungdalen;62.8543;12.807;615;Nej
81130;Ljungskile;58.2159;11.9321;70;Nej
126460;Ljungå;62.7594;16.3141;220;Nej
106090;Ljusbäck;60.155;16.8595;60;Nej
116500;Ljusdal;61.8333;16.1333;140;Nej
126120;Ljusdals-Valsjön;62.195;16.0364;299.84;Ja
117130;Ljusne Strömmar;61.2116;17.0852;10;Nej
122330;Ljusnedal;62.5482;12.6021;585;Ja
115320;Lobonäs D;61.5327;15.3416;221;Ja
123070;Lofsdalen;62.1132;13.2841;610;Nej
76540;Loftahammar;57.9038;16.6962;3;Nej
74530;Lommaryd;57.8887;14.7342;240;Nej
115450;Los D;61.7206;15.1729;398;Ja
62150;Louisefred;56.2421;12.5741;14.28;Ja
105100;Ludvika;60.1906;15.1482;206;Ja
162870;Luleå-Bergnäset;65.5746;22.11;12.156;Ja
162860;Luleå-Kallax Flygplats;65.543;22.124;19.9;Ja
78440;Lummelunda;57.7409;18.4347;50;Nej
53430;Lund;55.6932;13.2251;26.451;Ja
94300;Lundsberg;59.4996;14.1635;120;Nej
134310;Lundsjön;63.5189;14.5232;414.192;Ja
136720;Lungsjöbacken;63.4666;16.2666;320;Nej
128390;Lungö A;62.6417;18.0899;14.325;Ja
83460;Lurö;58.8;13.25;55;Nej
65120;Lyckeby;56.214;15.7106;26.481;Ja
148330;Lycksele A;64.5481;18.713;210.07;Ja
97240;Lyckås;59.4;17.6666;15;Nej
53350;Lyngby;55.5833;13.3666;50;Nej
81170;Lysekil D;58.2712;11.4292;29.509;Ja
83130;Längjum;58.2212;13.0607;95;Nej
137110;Lännäs;63.1663;17.6543;30;Nej
64370;Länshult;56.6083;14.0665;160;Nej
134270;Långan D;63.4547;14.4833;296.574;Nej
63350;Långhult;56.585;13.4582;175;Nej
106280;Långshyttan D;60.4612;16.062;110;Nej
124050;Långströmmen;62.1166;15;280;Nej
159760;Långträsk D;65.1941;19.2447;306.229;Nej
156730;Långvattnet;65.1049;16.6919;420;Nej
127140;Lörudden;62.2314;17.6623;2;Nej
112020;Löten D;61.0258;12.8365;433.163;Ja
76080;Löttorp D;57.1553;16.9472;6.489;Ja
135580;Lövberga D;63.9673;15.8437;281.703;Ja
53400;Lövestad;55.6429;13.8916;76.564;Ja
158970;Lövlund;65.9075;18.1507;480;Nej
113210;Lövnäs;61.3445;13.3578;445;Nej
134450;Lövsjön;63.75;14.7166;310;Nej
107250;Lövsta;60.4086;17.884;25;Nej
106420;Lövåker;60.684;16.3513;150;Nej
151220;Lövånger;64.4082;21.2908;28.35;Ja
63300;Majenfors;56.4968;13.4549;80;Nej
85040;Malexander;58.0729;15.2352;195;Nej
85050;Malexander A;58.0716;15.233;197.27;Ja
149230;Malkälen D;64.3909;19.6867;240.17;Ja
122370;Malmagen;62.5963;12.1836;804;Ja
180750;Malmberget;67.1668;20.6349;400.731;Nej
74360;Malmbäck D;57.5983;14.5196;331.756;Ja
53360;Malmö;55.5726;13.0776;20;Nej
53370;Malmö 2;55.6048;12.9841;3;Nej
52350;Malmö A;55.5715;13.0708;19.757;Ja
53300;Malmö-Sturup Flygplats;55.539;13.3665;72;Nej
103410;Malung;60.6717;13.7058;310;Nej
103420;Malung A;60.6765;13.7072;302.583;Ja
103400;Malungsfors;60.7238;13.5368;323.233;Ja
158750;Malå;65.1812;18.7421;308.635;Ja
158740;Malå-Brännan A;65.1512;18.5935;363.111;Ja
134070;Marby D;63.1205;14.2926;328.15;Ja
63410;Marbäck D;56.7045;13.0329;54.854;Ja
83290;Mariedal;58.4833;13.4;100;Nej
62090;Mariedal;56.1443;12.7112;10;Nej
85520;Mariedamm;58.8504;15.1611;136;Nej
97170;Mariefred;59.281;17.2541;6.936;Ja
65130;Marielund;56.2182;15.5331;25;Nej
83440;Mariestad;58.7132;13.821;48.245;Ja
63280;Markaryd;56.4577;13.6159;113.846;Ja
172920;Markusvinsa;66.7259;22.894;163.362;Ja
155720;Marsliden;65.0251;15.3668;550;Nej
86330;Marviken;58.5491;16.8157;10;Nej
93080;Medhamn;59.1333;13.9833;54;Nej
122270;Medskogen;62.443;12.9673;655;Nej
132320;Medstugan;63.5255;12.4008;547.717;Nej
138260;Mellansel;63.4333;18.35;60;Nej
181720;Mettä-Dokkas;67.0676;21.2885;270;Nej
166910;Mierkenis A;66.6802;16.1053;613.982;Ja
166900;Mierkenis Aut;66.6798;16.1137;600;Nej
105270;Milsbo D;60.4471;15.6284;130;Nej
102050;Mitandersfors D;60.0854;12.5198;220;Nej
65270;Mjuamåla;56.4405;15.3205;130;Nej
73110;Mjöhult;57.1858;13.1854;155;Nej
85710;Mjölby;58.3333;15.15;115;Nej
164730;Mjölkbäcken;66.102;14.8465;535.608;Ja
133510;Mjölkvattnet;63.85;13.3797;545;Nej
81650;Mo;58.7;11.55;60;Nej
104300;Mockfjärd;60.5019;14.9723;173;Nej
136220;Moforsen;63.3683;16.9912;70;Nej
74000;Moheda D;57.0063;14.5683;160;Ja
93360;Molkom;59.6166;13.75;93;Nej
73570;Molla;57.936;13.0668;190;Nej
72530;Mollsjönäs D;57.8634;12.1373;94.68;Ja
104580;Mora A;60.9601;14.5041;195.417;Ja
172720;Morjärv;66.0728;22.751;40;Nej
62590;Morup;56.9824;12.3911;15;Nej
155940;Mosekälla;65.7346;15.056;466.639;Ja
181810;Moskojärvi;67.3746;21.0787;395;Nej
159950;Moskosel;65.8778;19.4407;332.685;Ja
77170;Mossen;57.2833;17.0042;10;Nej
103610;Mossfallet;60.0166;13.9166;270;Nej
85330;Motala;58.5535;15.0149;97.027;Ja
94090;Mullhyttan;59.15;14.6833;90;Nej
73560;Mullsjö D;57.9246;13.8806;270;Nej
137090;Multrå D;63.1681;17.4195;65.619;Ja
62130;Munka-Ljungby D;56.223;12.9958;26.18;Ja
93500;Munkfors;59.8482;13.5415;80;Nej
96300;Munktorp D;59.5238;16.2093;27;Nej
144160;Munsvattnet;64.2734;14.451;520;Nej
183980;Muodoslompolo;67.9464;23.3867;248;Ja
170850;Murjek D;66.4759;20.9215;261.834;Ja
137350;Myckelgensjö;63.5762;17.5861;207.357;Ja
74720;Mykinge;57.9;14.3166;230;Nej
92500;Myre;59.7877;12.4416;109.005;Ja
160790;Myrheden;65.296;20.2096;250;Nej
122200;Myskelåsen D;62.3335;12.647;770;Ja
125510;Mälgåsen D;62.8514;15.3293;306.507;Ja
75240;Målilla;57.3964;15.8315;100;Nej
75250;Målilla A;57.3845;15.8009;95.667;Ja
113050;Mångsbodarna;61.0792;13.6163;435.678;Ja
150280;Mårtensboda D;64.4489;20.9446;80;Nej
81060;Måseskär;58.0944;11.3348;14;Nej
81050;Måseskär A;58.0937;11.3312;14.973;Ja
106050;Möklinta;60.0849;16.5477;70;Nej
93710;Mölnbacka;59.6333;13.5666;75;Nej
72390;Mölndal;57.6595;12.0368;61;Nej
76020;Mönsterås D;57.0269;16.5029;3.328;Ja
66320;Mörbylånga;56.5192;16.3918;2;Nej
73410;Mörkö;57.6881;13.7084;345;Nej
133190;Mörsil;63.3183;13.6458;420.343;Ja
126160;Naggen;62.279;15.9986;435;Nej
191900;Naimakka;68.6763;21.5203;403;Nej
191910;Naimakka A;68.6762;21.5229;402.202;Ja
172680;Naisheden;66.5333;22.3666;95;Nej
170930;Nattavaara A;66.7516;20.9238;327.631;Ja
171920;Nattavaara by;66.7586;21.0537;350;Nej
170940;Nattavaara-Vårsjö;66.7791;20.581;410;Nej
169960;Nautijaur;66.9044;19.2446;355;Nej
83420;Naven A;58.6994;13.1084;53.314;Ja
123570;Nedgården;62.9365;13.2534;780;Nej
116360;Nianfors;61.6013;16.7685;174;Ja
116740;Niannoret;61.6;16.6;170;Nej
71190;Nidingen A;57.3036;11.9049;3.785;Ja
179950;Nikkaluokta;67.8488;19.0233;470;Nej
179960;Nikkaluokta A;67.8527;19.0212;466.765;Ja
181770;Nilivaara;67.226;21.6072;320;Nej
74540;Nobynäs D;57.9106;14.7952;177.639;Ja
72660;Nol;57.9166;12.0666;10;Nej
107060;Nolmyra;60.1;17.1166;38;Nej
114630;Noppikoski;61.5;14.85;340;Nej
95300;Nora D;59.5059;15.0347;97;Nej
128500;Nora-Östanö D;62.8487;18.1861;48.297;Ja
105060;Norberg;60.0651;15.9082;135.379;Ja
139440;Nordanbäck D;63.7413;19.291;185;Ja
156840;Nordanås;65.462;16.0867;403.453;Ja
157020;Nordanås;65.6333;17.7333;480;Nej
134090;Norderön;63.1611;14.3661;320.608;Ja
81540;Nordkoster A;58.892;11.0038;33.362;Ja
139340;Nordmaling;63.5739;19.4875;4;Nej
128510;Nordvik;62.8485;18.0159;20;Nej
92710;Noreborg;59.7666;12.3333;110;Nej
64110;Norjeby;56.1166;14.6666;5;Nej
113260;Nornäs D;61.4301;13.2262;461.835;Nej
168820;Norra Bergnäs;66.3833;18.2333;440;Nej
66380;Norra Möckleby D;56.6331;16.6673;10.725;Ja
64080;Norra Ströö;56.1045;14.0028;15;Ja
75540;Norra Vi D;57.8828;15.3257;231.232;Ja
102710;Norra Viggen;60.4833;12.7166;420;Nej
108040;Norrby;60.0618;18.7385;19.643;Ja
148550;Norrby;64.9238;18.2404;325;Nej
87530;Norrby Säteri;58.8907;17.1932;30;Nej
147430;Norrbäck;64.7112;17.7154;440;Nej
138470;Norrfors;63.7705;18.9927;118;Nej
171780;Norriån;66.25;21.8;55;Nej
86360;Norrköping;58.606;16.2127;3;Nej
86350;Norrköping-Kungsängen;58.5842;16.2383;5;Nej
86340;Norrköping-SMHI;58.5833;16.15;21;Nej
86370;Norrköping-Sörby;58.6082;16.1212;27;Nej
107560;Norrsundet;60.9297;17.1561;5;Nej
98460;Norrtälje 2;59.7506;18.7091;25;Nej
98510;Norrtälje-Väsby;59.8524;18.7296;10;Nej
98500;Norrveda;59.8294;18.949;23.253;Ja
145260;Norråker D;64.4322;15.5952;293;Nej
97140;Norsborg 1;59.2401;17.7834;15;Nej
97160;Norsborg 2;59.2518;17.796;8.671;Ja
149540;Norsjö;64.9093;19.4746;296;Nej
149560;Norsjö A;64.9253;19.3744;309.576;Ja
96180;Notholmen;59.2948;16.0053;24;Nej
75230;Nyabyberg;57.3911;15.2737;220;Nej
95440;Nyberget;59.7468;14.9925;200;Nej
65440;Nybro-Slättingebygd D;56.8503;15.9885;92.842;Nej
97310;Nybyholm;59.5296;17.038;5;Nej
97180;Nyckelby;59.3;17.7166;25;Nej
104180;Nyhammar;60.2911;14.9784;183.857;Ja
62140;Nyhamnsläge;56.2451;12.5401;12.454;Ja
105190;Nyhyttan D;60.3217;15.5566;218;Nej
86660;Nyköping;58.7545;17.0543;14;Ja
86480;Nyköpings Flygplats;58.7833;16.9166;42;Nej
147630;Nyland;64.4833;17.3333;460;Nej
146530;Nyluspen;64.8788;16.7489;415;Nej
87570;Nynäshamn;58.9159;17.9342;8.77;Ja
98110;Nämdö;59.1961;18.7318;6.609;Ja
96110;Näshulta;59.1946;16.2765;45.492;Ja
74390;Nässjö;57.6431;14.6895;305;Nej
136260;Näsåker;63.4179;16.9517;128.919;Ja
74240;Nävelsjö;57.4396;14.8837;226.804;Ja
104270;Nås;60.4494;14.4825;250;Nej
106540;Ockelbo;60.8985;16.7424;82;Ja
106550;Ockelbo 1;60.8919;16.7241;77;Nej
137070;Offer;63.1492;17.7617;27;Nej
76530;Ogestad;57.8748;16.1689;81;Nej
64500;Ohs;56.8371;14.5852;145;Nej
64250;Olastorp;56.4188;14.3515;140;Ja
133420;Olden D;63.6951;13.6473;344.362;Nej
137720;Oldsjön;63.3333;17.4833;200;Nej
64170;Olofström;56.2773;14.5177;65;Ja
75500;Olstorp;57.8333;15.1;200;Nej
84220;Omberg D;58.3558;14.6938;125.244;Nej
128570;Omne D;62.9513;18.3643;75;Nej
137320;Omsjö;63.5319;17.1299;245;Nej
71230;Onsala D;57.3843;11.9721;8.184;Ja
108710;Ora;60.02;18.08;10;Nej
162980;Orrbyn;65.9446;22.116;15;Nej
65500;Orrefors D;56.8213;15.6982;174.688;Ja
114070;Orsa D;61.1298;14.635;177;Ja
63220;Osby;56.3741;13.9346;111;Ja
103240;Osebol;60.4;13.2833;145;Nej
76160;Oskarshamn;57.267;16.4114;12.072;Ja
62480;Oskarström;56.7939;12.9731;15;Nej
64000;Ovesholm;55.9901;13.9934;60;Nej
96730;Oxelby;59.55;16.2166;15;Nej
87400;Oxelösund;58.6772;17.1199;7.154;Ja
172950;Paharova;66.8107;22.3408;215;Nej
172940;Paharova A;66.8094;22.3315;227.643;Ja
183760;Pajala;67.2101;23.3928;168;Nej
183750;Pajala A;67.2036;23.3899;163.774;Ja
181850;Parakka;67.4864;21.6682;340.025;Ja
93430;Pardixhyttan;59.7166;13.9166;163;Nej
183920;Parkajoki;67.7314;23.486;200;Ja
182910;Parkalompolo A;67.7301;22.8219;312.183;Ja
75290;Pauliström;57.4711;15.5037;185;Nej
139550;Pengfors;63.9333;19.6666;80;Nej
137400;Pengsjö;63.6666;17.8;260;Nej
94450;Persberg;59.7489;14.255;204.579;Ja
149340;Petisträsk A;64.5659;19.6943;258.047;Ja
161710;Pite-Rönnskär A;65.034;21.5609;4.878;Ja
161790;Piteå;65.2625;21.474;8.268;Ja
161770;Pitsund;65.23;21.52;8;Nej
64380;Pjätteryd;56.5842;14.0512;156.379;Ja
169980;Porjus;66.9594;19.8259;390;Nej
169990;Porjus 2 D;66.9764;19.8443;430;Nej
74440;Prästkulla;57.7236;14.9829;293.95;Ja
179940;Puoltsa;67.7989;19.8596;465;Nej
170760;Puottaure;66.1858;20.2467;316.418;Ja
53490;Pärup D;55.8096;13.7464;160;Nej
171810;Pålkem;66.3888;21.6098;265;Nej
171820;Pålkem M;66.3855;21.6167;261;Nej
136320;Ramsele;63.4914;16.4826;175;Nej
125110;Ramsjö;62.1843;15.6508;220;Nej
74490;Ramsjöholm;57.8431;14.4286;232.76;Ja
169930;Randijaur;66.761;19.3166;285;Nej
105290;Rankhyttan;60.4833;15.7333;130;Nej
155730;Ransaren D;65.1391;15.0472;560;Nej
123120;Ransjö;62.1961;13.8743;421;Nej
144550;Raukasjö;64.9197;14.5567;550;Nej
